,lat,long,YEAR,TOTPOP,GRPNAME,ADHERENT,CONGREG,RELTRAD,FAMILY
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,American Baptist Churches in the USA,201.0,2.0,2,96.0
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,Catholic Church,789.0,4.0,3,87.0
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,The Episcopal Church,271.0,2.0,2,88.0
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,Episcopal Church Groups Combined,271.0,2.0,2,88.0
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,Evangelical Lutheran Church in America,360.0,2.0,2,90.0
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,Evangelical Lutheran Church in America Groups Combined,360.0,2.0,2,90.0
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,Free Methodist Church of North America,114.0,1.0,1,93.0
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,"Lutheran Church, The Missouri Synod",27.0,1.0,1,90.0
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,Presbyterian Church (USA),219.0,2.0,2,91.0
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,Seventh-day Adventists,24.0,1.0,1,98.0
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,"The United Methodist Church, old count",465.0,4.0,2,92.0
Alcona County,44.672794399999994,-83.60223979999999,1980,9740,Wisconsin Evangelical Lutheran Synod,180.0,1.0,1,90.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,American Baptist Churches in the USA,119.0,1.0,2,96.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,Catholic Church,1175.0,4.0,3,87.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,"Church of God (Cleveland, TN)",50.0,1.0,1,94.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,Conservative Congregational Christian Conference,30.0,1.0,1,91.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,The Episcopal Church,35.0,1.0,2,88.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,Episcopal Church Groups Combined,35.0,1.0,2,88.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,Evangelical Lutheran Church in America,225.0,2.0,2,90.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,Evangelical Lutheran Church in America Groups Combined,225.0,2.0,2,90.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,"Lutheran Church, The Missouri Synod",36.0,1.0,1,90.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,Presbyterian Church (USA),200.0,2.0,2,91.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,Seventh-day Adventists,14.0,1.0,1,98.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,"The United Methodist Church, old count",392.0,4.0,2,92.0
Alcona County,44.672794399999994,-83.60223979999999,1990,10145,Wisconsin Evangelical Lutheran Synod,134.0,1.0,1,90.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,American Baptist Churches in the USA,199.0,1.0,2,96.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,Baha'i,1.0,0.0,4,113.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,Catholic Church,1061.0,3.0,3,87.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,"Church of God (Cleveland, TN)",50.0,1.0,1,94.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,Community of Christ,127.0,1.0,4,100.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,The Episcopal Church,29.0,1.0,2,88.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,Episcopal Church Groups Combined,29.0,1.0,2,88.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,Evangelical Lutheran Church in America,250.0,3.0,2,90.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,Evangelical Lutheran Church in America Groups Combined,250.0,3.0,2,90.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,"Lutheran Church, The Missouri Synod",90.0,2.0,1,90.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,Presbyterian Church (USA),235.0,2.0,2,91.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,Seventh-day Adventists,19.0,1.0,1,98.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,"The United Methodist Church, old count",378.0,4.0,2,92.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,"The United Methodist Church, new count",526.0,4.0,2,92.0
Alcona County,44.672794399999994,-83.60223979999999,2000,11719,Wisconsin Evangelical Lutheran Synod,96.0,1.0,1,90.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,American Baptist Churches in the USA,194.0,1.0,2,96.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Assemblies of God,273.0,2.0,1,94.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Baha'i,1.0,0.0,4,113.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Catholic Church,799.0,4.0,3,87.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,"Church of God (Cleveland, TN)",78.0,1.0,1,94.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Community of Christ,167.0,1.0,4,100.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,The Episcopal Church,39.0,1.0,2,88.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Episcopal Church Groups Combined,39.0,1.0,2,88.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Evangelical Lutheran Church in America,383.0,3.0,2,90.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Evangelical Lutheran Church in America Groups Combined,383.0,3.0,2,90.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Friends Groups Combined,0.0,1.0,2,95.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,"Lutheran Church, The Missouri Synod",54.0,2.0,1,90.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Presbyterian Church (USA),148.0,2.0,2,91.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Friends - Conservative,0.0,1.0,1,95.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Seventh-day Adventists,45.0,1.0,1,98.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,"The United Methodist Church, old count",272.0,4.0,2,92.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,"The United Methodist Church, new count",384.0,4.0,2,92.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Wisconsin Evangelical Lutheran Synod,81.0,1.0,1,90.0
Alcona County,44.672794399999994,-83.60223979999999,2010,10942,Non-denominational,225.0,2.0,1,
Alger County,46.31440495,-86.78513790000001,1980,9225,Catholic Church,2869.0,4.0,3,87.0
Alger County,46.31440495,-86.78513790000001,1980,9225,The Episcopal Church,81.0,1.0,2,88.0
Alger County,46.31440495,-86.78513790000001,1980,9225,Episcopal Church Groups Combined,81.0,1.0,2,88.0
Alger County,46.31440495,-86.78513790000001,1980,9225,Evangelical Lutheran Church in America,721.0,3.0,2,90.0
Alger County,46.31440495,-86.78513790000001,1980,9225,Evangelical Lutheran Church in America Groups Combined,721.0,3.0,2,90.0
Alger County,46.31440495,-86.78513790000001,1980,9225,The Association of Free Lutheran Congregations,150.0,1.0,1,90.0
Alger County,46.31440495,-86.78513790000001,1980,9225,"Lutheran Church, The Missouri Synod",359.0,1.0,1,90.0
Alger County,46.31440495,-86.78513790000001,1980,9225,Mennonite Church,26.0,1.0,1,95.0
Alger County,46.31440495,-86.78513790000001,1980,9225,Mennonite Church Groups Combined,26.0,1.0,1,95.0
Alger County,46.31440495,-86.78513790000001,1980,9225,Presbyterian Church (USA),105.0,1.0,2,91.0
Alger County,46.31440495,-86.78513790000001,1980,9225,Seventh-day Adventists,106.0,1.0,1,98.0
Alger County,46.31440495,-86.78513790000001,1980,9225,"The United Methodist Church, old count",325.0,3.0,2,92.0
Alger County,46.31440495,-86.78513790000001,1990,8972,Catholic Church,2032.0,4.0,3,87.0
Alger County,46.31440495,-86.78513790000001,1990,8972,The Episcopal Church,110.0,1.0,2,88.0
Alger County,46.31440495,-86.78513790000001,1990,8972,Episcopal Church Groups Combined,110.0,1.0,2,88.0
Alger County,46.31440495,-86.78513790000001,1990,8972,Evangelical Lutheran Church in America,686.0,3.0,2,90.0
Alger County,46.31440495,-86.78513790000001,1990,8972,Evangelical Lutheran Church in America Groups Combined,686.0,3.0,2,90.0
Alger County,46.31440495,-86.78513790000001,1990,8972,The Association of Free Lutheran Congregations,170.0,1.0,1,90.0
Alger County,46.31440495,-86.78513790000001,1990,8972,"Lutheran Church, The Missouri Synod",424.0,2.0,1,90.0
Alger County,46.31440495,-86.78513790000001,1990,8972,Mennonite Church,54.0,1.0,1,95.0
Alger County,46.31440495,-86.78513790000001,1990,8972,Mennonite Church Groups Combined,54.0,1.0,1,95.0
Alger County,46.31440495,-86.78513790000001,1990,8972,Presbyterian Church (USA),130.0,1.0,2,91.0
Alger County,46.31440495,-86.78513790000001,1990,8972,Seventh-day Adventists,83.0,1.0,1,98.0
Alger County,46.31440495,-86.78513790000001,1990,8972,"The United Methodist Church, old count",214.0,3.0,2,92.0
Alger County,46.31440495,-86.78513790000001,1990,8972,The Wesleyan Church,90.0,1.0,1,93.0
Alger County,46.31440495,-86.78513790000001,2000,9862,Assemblies of God,52.0,1.0,1,94.0
Alger County,46.31440495,-86.78513790000001,2000,9862,Baha'i,3.0,0.0,4,113.0
Alger County,46.31440495,-86.78513790000001,2000,9862,Catholic Church,3150.0,4.0,3,87.0
Alger County,46.31440495,-86.78513790000001,2000,9862,The Episcopal Church,59.0,1.0,2,88.0
Alger County,46.31440495,-86.78513790000001,2000,9862,Episcopal Church Groups Combined,59.0,1.0,2,88.0
Alger County,46.31440495,-86.78513790000001,2000,9862,Evangelical Lutheran Church in America,839.0,4.0,2,90.0
Alger County,46.31440495,-86.78513790000001,2000,9862,Evangelical Lutheran Church in America Groups Combined,839.0,4.0,2,90.0
Alger County,46.31440495,-86.78513790000001,2000,9862,The Association of Free Lutheran Congregations,180.0,1.0,1,90.0
Alger County,46.31440495,-86.78513790000001,2000,9862,"Lutheran Church, The Missouri Synod",543.0,2.0,1,90.0
Alger County,46.31440495,-86.78513790000001,2000,9862,Mennonite Church USA,25.0,1.0,1,95.0
Alger County,46.31440495,-86.78513790000001,2000,9862,Mennonite Church Groups Combined,25.0,1.0,1,95.0
Alger County,46.31440495,-86.78513790000001,2000,9862,Presbyterian Church (USA),89.0,1.0,2,91.0
Alger County,46.31440495,-86.78513790000001,2000,9862,General Association of Regular Baptist Churches,130.0,1.0,1,96.0
Alger County,46.31440495,-86.78513790000001,2000,9862,Seventh-day Adventists,75.0,1.0,1,98.0
Alger County,46.31440495,-86.78513790000001,2000,9862,"The United Methodist Church, old count",214.0,3.0,2,92.0
Alger County,46.31440495,-86.78513790000001,2000,9862,"The United Methodist Church, new count",311.0,3.0,2,92.0
Alger County,46.31440495,-86.78513790000001,2000,9862,The Wesleyan Church,171.0,1.0,1,93.0
Alger County,46.31440495,-86.78513790000001,2010,9601,Baha'i,2.0,0.0,4,113.0
Alger County,46.31440495,-86.78513790000001,2010,9601,Catholic Church,2483.0,4.0,3,87.0
Alger County,46.31440495,-86.78513790000001,2010,9601,The Episcopal Church,20.0,1.0,2,88.0
Alger County,46.31440495,-86.78513790000001,2010,9601,Episcopal Church Groups Combined,20.0,1.0,2,88.0
Alger County,46.31440495,-86.78513790000001,2010,9601,Evangelical Lutheran Church in America,492.0,3.0,2,90.0
Alger County,46.31440495,-86.78513790000001,2010,9601,Evangelical Lutheran Church in America Groups Combined,492.0,3.0,2,90.0
Alger County,46.31440495,-86.78513790000001,2010,9601,The Association of Free Lutheran Congregations,360.0,2.0,1,90.0
Alger County,46.31440495,-86.78513790000001,2010,9601,Jehovah's Witnesses,,1.0,4,98.0
Alger County,46.31440495,-86.78513790000001,2010,9601,"Lutheran Church, The Missouri Synod",519.0,2.0,1,90.0
Alger County,46.31440495,-86.78513790000001,2010,9601,Mennonite Church USA,14.0,1.0,1,95.0
Alger County,46.31440495,-86.78513790000001,2010,9601,Mennonite Church Groups Combined,14.0,1.0,1,95.0
Alger County,46.31440495,-86.78513790000001,2010,9601,Presbyterian Church (USA),57.0,1.0,2,91.0
Alger County,46.31440495,-86.78513790000001,2010,9601,General Association of Regular Baptist Churches,260.0,2.0,1,96.0
Alger County,46.31440495,-86.78513790000001,2010,9601,Seventh-day Adventists,61.0,1.0,1,98.0
Alger County,46.31440495,-86.78513790000001,2010,9601,"The United Methodist Church, old count",171.0,3.0,2,92.0
Alger County,46.31440495,-86.78513790000001,2010,9601,"The United Methodist Church, new count",192.0,3.0,2,92.0
Alger County,46.31440495,-86.78513790000001,2010,9601,The Wesleyan Church,59.0,1.0,1,93.0
Alger County,46.31440495,-86.78513790000001,2010,9601,Non-denominational,255.0,3.0,1,
Allegan County,42.57925662,-85.90460864,1980,81555,American Baptist Churches in the USA,124.0,1.0,2,96.0
Allegan County,42.57925662,-85.90460864,1980,81555,Assemblies of God,350.0,4.0,1,94.0
Allegan County,42.57925662,-85.90460864,1980,81555,Catholic Church,8517.0,10.0,3,87.0
Allegan County,42.57925662,-85.90460864,1980,81555,Christian Church (Disciples of Christ),292.0,1.0,2,115.0
Allegan County,42.57925662,-85.90460864,1980,81555,Christian Reformed Church in North America,5478.0,17.0,1,91.0
Allegan County,42.57925662,-85.90460864,1980,81555,"Church of God (Anderson, Indiana)",894.0,3.0,1,93.0
Allegan County,42.57925662,-85.90460864,1980,81555,"Church of God (Cleveland, TN)",87.0,2.0,1,94.0
Allegan County,42.57925662,-85.90460864,1980,81555,The Church of Jesus Christ of Latter-day Saints,50.0,1.0,4,100.0
Allegan County,42.57925662,-85.90460864,1980,81555,Church of the Nazarene,19.0,1.0,1,93.0
Allegan County,42.57925662,-85.90460864,1980,81555,Churches of Christ,163.0,3.0,1,115.0
Allegan County,42.57925662,-85.90460864,1980,81555,National Association Of  Congregational Christian Churches,972.0,3.0,2,91.0
Allegan County,42.57925662,-85.90460864,1980,81555,Conservative Baptist Association of America,94.0,4.0,1,96.0
Allegan County,42.57925662,-85.90460864,1980,81555,The Episcopal Church,463.0,3.0,2,88.0
Allegan County,42.57925662,-85.90460864,1980,81555,Episcopal Church Groups Combined,463.0,3.0,2,88.0
Allegan County,42.57925662,-85.90460864,1980,81555,Evangelical Lutheran Church in America,221.0,1.0,2,90.0
Allegan County,42.57925662,-85.90460864,1980,81555,Evangelical Lutheran Church in America Groups Combined,221.0,1.0,2,90.0
Allegan County,42.57925662,-85.90460864,1980,81555,Free Methodist Church of North America,54.0,1.0,1,93.0
Allegan County,42.57925662,-85.90460864,1980,81555,Pentecostal Church of God,50.0,2.0,1,94.0
Allegan County,42.57925662,-85.90460864,1980,81555,Presbyterian Church (USA),495.0,2.0,2,91.0
Allegan County,42.57925662,-85.90460864,1980,81555,Reformed Church in America,3817.0,10.0,2,91.0
Allegan County,42.57925662,-85.90460864,1980,81555,The Salvation Army,789.0,1.0,1,93.0
Allegan County,42.57925662,-85.90460864,1980,81555,Seventh-day Adventists,475.0,4.0,1,98.0
Allegan County,42.57925662,-85.90460864,1980,81555,Southern Baptist Convention,33.0,1.0,1,96.0
Allegan County,42.57925662,-85.90460864,1980,81555,United Church of Christ,290.0,2.0,2,91.0
Allegan County,42.57925662,-85.90460864,1980,81555,"The United Methodist Church, old count",3576.0,20.0,2,92.0
Allegan County,42.57925662,-85.90460864,1980,81555,Wisconsin Evangelical Lutheran Synod,1039.0,5.0,1,90.0
Allegan County,42.57925662,-85.90460864,1990,90509,American Baptist Churches in the USA,170.0,1.0,2,96.0
Allegan County,42.57925662,-85.90460864,1990,90509,Assemblies of God,303.0,4.0,1,94.0
Allegan County,42.57925662,-85.90460864,1990,90509,Catholic Church,8983.0,8.0,3,87.0
Allegan County,42.57925662,-85.90460864,1990,90509,Christian Church (Disciples of Christ),410.0,1.0,2,115.0
Allegan County,42.57925662,-85.90460864,1990,90509,Christian Reformed Church in North America,11540.0,31.0,1,91.0
Allegan County,42.57925662,-85.90460864,1990,90509,Church of Christ Scientist,,1.0,4,102.0
Allegan County,42.57925662,-85.90460864,1990,90509,"Church of God (Anderson, Indiana)",445.0,2.0,1,93.0
Allegan County,42.57925662,-85.90460864,1990,90509,The Church of Jesus Christ of Latter-day Saints,443.0,2.0,4,100.0
Allegan County,42.57925662,-85.90460864,1990,90509,Church of the Nazarene,71.0,1.0,1,93.0
Allegan County,42.57925662,-85.90460864,1990,90509,Churches of Christ,145.0,3.0,1,115.0
Allegan County,42.57925662,-85.90460864,1990,90509,National Association Of  Congregational Christian Churches,1063.0,4.0,2,91.0
Allegan County,42.57925662,-85.90460864,1990,90509,Conservative Baptist Association of America,,3.0,1,96.0
Allegan County,42.57925662,-85.90460864,1990,90509,The Episcopal Church,421.0,3.0,2,88.0
Allegan County,42.57925662,-85.90460864,1990,90509,Episcopal Church Groups Combined,421.0,3.0,2,88.0
Allegan County,42.57925662,-85.90460864,1990,90509,The Evangelical Covenant Church,209.5,0.5,1,92.0
Allegan County,42.57925662,-85.90460864,1990,90509,Evangelical Lutheran Church in America,714.0,2.0,2,90.0
Allegan County,42.57925662,-85.90460864,1990,90509,Evangelical Lutheran Church in America Groups Combined,714.0,2.0,2,90.0
Allegan County,42.57925662,-85.90460864,1990,90509,Free Methodist Church of North America,29.0,1.0,1,93.0
Allegan County,42.57925662,-85.90460864,1990,90509,Independent Fundamental Churches of America,,6.0,1,97.0
Allegan County,42.57925662,-85.90460864,1990,90509,Pentecostal Church of God,25.0,1.0,1,94.0
Allegan County,42.57925662,-85.90460864,1990,90509,Presbyterian Church (USA),339.0,2.0,2,91.0
Allegan County,42.57925662,-85.90460864,1990,90509,Reformed Church in America,15192.0,25.0,2,91.0
Allegan County,42.57925662,-85.90460864,1990,90509,The Salvation Army,102.0,1.0,1,93.0
Allegan County,42.57925662,-85.90460864,1990,90509,Seventh-day Adventists,250.0,3.0,1,98.0
Allegan County,42.57925662,-85.90460864,1990,90509,Southern Baptist Convention,51.0,1.0,1,96.0
Allegan County,42.57925662,-85.90460864,1990,90509,Church of the United Brethren in Christ,93.0,2.0,1,92.0
Allegan County,42.57925662,-85.90460864,1990,90509,United Church of Christ,329.0,2.0,2,91.0
Allegan County,42.57925662,-85.90460864,1990,90509,"The United Methodist Church, old count",3471.0,20.0,2,92.0
Allegan County,42.57925662,-85.90460864,1990,90509,The Wesleyan Church,1181.0,5.0,1,93.0
Allegan County,42.57925662,-85.90460864,1990,90509,Wisconsin Evangelical Lutheran Synod,1299.0,5.0,1,90.0
Allegan County,42.57925662,-85.90460864,1990,90509,Black Baptists Estimate,435.0,,6,96.0
Allegan County,42.57925662,-85.90460864,2000,105665,American Baptist Churches in the USA,128.0,1.0,2,96.0
Allegan County,42.57925662,-85.90460864,2000,105665,Assemblies of God,491.0,4.0,1,94.0
Allegan County,42.57925662,-85.90460864,2000,105665,Baha'i,11.0,0.0,4,113.0
Allegan County,42.57925662,-85.90460864,2000,105665,Catholic Church,11992.0,9.0,3,87.0
Allegan County,42.57925662,-85.90460864,2000,105665,Christian Church (Disciples of Christ),268.0,1.0,2,115.0
Allegan County,42.57925662,-85.90460864,2000,105665,Christian Reformed Church in North America,10233.0,26.0,1,91.0
Allegan County,42.57925662,-85.90460864,2000,105665,"Church of God (Anderson, Indiana)",356.0,2.0,1,93.0
Allegan County,42.57925662,-85.90460864,2000,105665,"Church of God (Cleveland, TN)",165.0,2.0,1,94.0
Allegan County,42.57925662,-85.90460864,2000,105665,The Church of Jesus Christ of Latter-day Saints,144.0,1.0,4,100.0
Allegan County,42.57925662,-85.90460864,2000,105665,Church of the Nazarene,16.0,1.0,1,93.0
Allegan County,42.57925662,-85.90460864,2000,105665,Churches of Christ,100.0,1.0,1,115.0
Allegan County,42.57925662,-85.90460864,2000,105665,Community of Christ,96.0,1.0,4,100.0
Allegan County,42.57925662,-85.90460864,2000,105665,National Association Of  Congregational Christian Churches,662.0,4.0,2,91.0
Allegan County,42.57925662,-85.90460864,2000,105665,Conservative Baptist Association of America,283.0,2.0,1,96.0
Allegan County,42.57925662,-85.90460864,2000,105665,The Episcopal Church,668.0,4.0,2,88.0
Allegan County,42.57925662,-85.90460864,2000,105665,Episcopal Church Groups Combined,668.0,4.0,2,88.0
Allegan County,42.57925662,-85.90460864,2000,105665,The Evangelical Covenant Church,419.0,1.0,1,92.0
Allegan County,42.57925662,-85.90460864,2000,105665,The Evangelical Free Church of America,70.0,1.0,1,92.0
Allegan County,42.57925662,-85.90460864,2000,105665,Evangelical Lutheran Church in America,779.0,2.0,2,90.0
Allegan County,42.57925662,-85.90460864,2000,105665,Evangelical Lutheran Church in America Groups Combined,779.0,2.0,2,90.0
Allegan County,42.57925662,-85.90460864,2000,105665,Hindus,,1.0,4,113.0
Allegan County,42.57925662,-85.90460864,2000,105665,International Council of Community Churches,51.0,1.0,2,91.0
Allegan County,42.57925662,-85.90460864,2000,105665,"Lutheran Church, The Missouri Synod",232.0,1.0,1,90.0
Allegan County,42.57925662,-85.90460864,2000,105665,New Testament Association Independent Baptist Churches and other Fundamental Baptist Associations/Fellowships,58.0,1.0,1,96.0
Allegan County,42.57925662,-85.90460864,2000,105665,International Pentecostal Holiness Church,15.0,1.0,1,94.0
Allegan County,42.57925662,-85.90460864,2000,105665,Presbyterian Church (USA),224.0,2.0,2,91.0
Allegan County,42.57925662,-85.90460864,2000,105665,Reformed Church in America,4439.0,11.0,2,91.0
Allegan County,42.57925662,-85.90460864,2000,105665,General Association of Regular Baptist Churches,839.0,4.0,1,96.0
Allegan County,42.57925662,-85.90460864,2000,105665,Seventh-day Adventists,222.0,3.0,1,98.0
Allegan County,42.57925662,-85.90460864,2000,105665,United Church of Christ,331.0,2.0,2,91.0
Allegan County,42.57925662,-85.90460864,2000,105665,"The United Methodist Church, old count",3294.0,19.0,2,92.0
Allegan County,42.57925662,-85.90460864,2000,105665,"The United Methodist Church, new count",4343.0,19.0,2,92.0
Allegan County,42.57925662,-85.90460864,2000,105665,The Wesleyan Church,1265.0,4.0,1,93.0
Allegan County,42.57925662,-85.90460864,2000,105665,Wisconsin Evangelical Lutheran Synod,1170.0,5.0,1,90.0
Allegan County,42.57925662,-85.90460864,2000,105665,Independent Non-Charismatic Churches,1200.0,1.0,1,
Allegan County,42.57925662,-85.90460864,2010,111408,American Baptist Churches in the USA,209.0,1.0,2,96.0
Allegan County,42.57925662,-85.90460864,2010,111408,Antiochian Orthodox Christian Archdioceses of North America,42.0,1.0,5,89.0
Allegan County,42.57925662,-85.90460864,2010,111408,Assemblies of God,346.0,4.0,1,94.0
Allegan County,42.57925662,-85.90460864,2010,111408,Baha'i,17.0,0.0,4,113.0
Allegan County,42.57925662,-85.90460864,2010,111408,Catholic Church,10071.0,9.0,3,87.0
Allegan County,42.57925662,-85.90460864,2010,111408,Christian Church (Disciples of Christ),188.0,1.0,2,115.0
Allegan County,42.57925662,-85.90460864,2010,111408,Christian Reformed Church in North America,2573.0,10.0,1,91.0
Allegan County,42.57925662,-85.90460864,2010,111408,Church of Christ Scientist,,1.0,4,102.0
Allegan County,42.57925662,-85.90460864,2010,111408,"Church of God (Anderson, Indiana)",220.0,2.0,1,93.0
Allegan County,42.57925662,-85.90460864,2010,111408,"Unity Churches, Association of",,1.0,4,113.0
Allegan County,42.57925662,-85.90460864,2010,111408,"Church of God (Cleveland, TN)",211.0,3.0,1,94.0
Allegan County,42.57925662,-85.90460864,2010,111408,Church of God in Christ,44.0,1.0,6,94.0
Allegan County,42.57925662,-85.90460864,2010,111408,The Church of Jesus Christ of Latter-day Saints,222.0,1.0,4,100.0
Allegan County,42.57925662,-85.90460864,2010,111408,Churches of Christ,100.0,1.0,1,115.0
Allegan County,42.57925662,-85.90460864,2010,111408,Community of Christ,167.0,1.0,4,100.0
Allegan County,42.57925662,-85.90460864,2010,111408,National Association Of  Congregational Christian Churches,564.0,3.0,2,91.0
Allegan County,42.57925662,-85.90460864,2010,111408,Conservative Baptist Association of America,283.0,2.0,1,96.0
Allegan County,42.57925662,-85.90460864,2010,111408,The Episcopal Church,499.0,3.0,2,88.0
Allegan County,42.57925662,-85.90460864,2010,111408,Episcopal Church Groups Combined,499.0,3.0,2,88.0
Allegan County,42.57925662,-85.90460864,2010,111408,The Evangelical Covenant Church,250.0,1.0,1,92.0
Allegan County,42.57925662,-85.90460864,2010,111408,The Evangelical Free Church of America,63.0,1.0,1,92.0
Allegan County,42.57925662,-85.90460864,2010,111408,Evangelical Lutheran Church in America,454.0,2.0,2,90.0
Allegan County,42.57925662,-85.90460864,2010,111408,Evangelical Lutheran Church in America Groups Combined,454.0,2.0,2,90.0
Allegan County,42.57925662,-85.90460864,2010,111408,Free Methodist Church of North America,38.0,1.0,1,93.0
Allegan County,42.57925662,-85.90460864,2010,111408,Independent Fundamental Churches of America,,5.0,1,97.0
Allegan County,42.57925662,-85.90460864,2010,111408,International Council of Community Churches,51.0,1.0,2,91.0
Allegan County,42.57925662,-85.90460864,2010,111408,Jehovah's Witnesses,,3.0,4,98.0
Allegan County,42.57925662,-85.90460864,2010,111408,"Lutheran Church, The Missouri Synod",186.0,1.0,1,90.0
Allegan County,42.57925662,-85.90460864,2010,111408,"National Baptist Convention, USA, Inc.",188.0,1.0,6,96.0
Allegan County,42.57925662,-85.90460864,2010,111408,National Organization of the New Apostolic Church of North America,,1.0,4,113.0
Allegan County,42.57925662,-85.90460864,2010,111408,International Pentecostal Holiness Church,39.0,1.0,1,94.0
Allegan County,42.57925662,-85.90460864,2010,111408,Presbyterian Church (USA),140.0,2.0,2,91.0
Allegan County,42.57925662,-85.90460864,2010,111408,Reformed Church in America,4465.0,11.0,2,91.0
Allegan County,42.57925662,-85.90460864,2010,111408,General Association of Regular Baptist Churches,839.0,4.0,1,96.0
Allegan County,42.57925662,-85.90460864,2010,111408,Seventh-day Adventists,224.0,4.0,1,98.0
Allegan County,42.57925662,-85.90460864,2010,111408,Southern Baptist Convention,0.0,1.0,1,96.0
Allegan County,42.57925662,-85.90460864,2010,111408,United Church of Christ,384.0,2.0,2,91.0
Allegan County,42.57925662,-85.90460864,2010,111408,"The United Methodist Church, old count",2810.0,20.0,2,92.0
Allegan County,42.57925662,-85.90460864,2010,111408,"The United Methodist Church, new count",3623.0,20.0,2,92.0
Allegan County,42.57925662,-85.90460864,2010,111408,United Pentecostal Church International,,1.0,1,94.0
Allegan County,42.57925662,-85.90460864,2010,111408,The Wesleyan Church,847.0,4.0,1,93.0
Allegan County,42.57925662,-85.90460864,2010,111408,Wisconsin Evangelical Lutheran Synod,1044.0,5.0,1,90.0
Allegan County,42.57925662,-85.90460864,2010,111408,Non-denominational,3173.0,12.0,1,
Allegan County,42.57925662,-85.90460864,2010,111408,Traditional Hindu Temples,60.0,1.0,4,113.0
Allegan County,42.57925662,-85.90460864,2010,111408,Mahayana Buddhism,1117.0,2.0,4,113.0
Alpena County,45.02201523,-83.63227505,1980,32315,American Baptist Churches in the USA,425.0,2.0,2,96.0
Alpena County,45.02201523,-83.63227505,1980,32315,Assemblies of God,160.0,1.0,1,94.0
Alpena County,45.02201523,-83.63227505,1980,32315,Catholic Church,13355.0,6.0,3,87.0
Alpena County,45.02201523,-83.63227505,1980,32315,"Church of God (Anderson, Indiana)",354.0,1.0,1,93.0
Alpena County,45.02201523,-83.63227505,1980,32315,Church of God of Prophecy,45.0,1.0,1,94.0
Alpena County,45.02201523,-83.63227505,1980,32315,The Church of Jesus Christ of Latter-day Saints,40.0,1.0,4,100.0
Alpena County,45.02201523,-83.63227505,1980,32315,Church of the Nazarene,83.0,1.0,1,93.0
