,lat,long,YEAR,TOTPOP,GRPNAME,ADHERENT,CONGREG,RELTRAD,FAMILY
Calhoun County,42.2073905,-85.02334599999999,2010,136146,The Salvation Army,344.0,1.0,1,93.0
Calhoun County,42.2073905,-85.02334599999999,2010,136146,Seventh-day Adventists,1572.0,7.0,1,98.0
Calhoun County,42.2073905,-85.02334599999999,2010,136146,Seventh-day Baptist General Conference,113.0,1.0,1,96.0
Calhoun County,42.2073905,-85.02334599999999,2010,136146,Southern Baptist Convention,1272.0,13.0,1,96.0
Calhoun County,42.2073905,-85.02334599999999,2010,136146,United Church of Christ,1115.0,4.0,2,91.0
Calhoun County,42.2073905,-85.02334599999999,2010,136146,"The United Methodist Church, old count",3065.0,17.0,2,92.0
Calhoun County,42.2073905,-85.02334599999999,2010,136146,"The United Methodist Church, new count",3591.0,17.0,2,92.0
Calhoun County,42.2073905,-85.02334599999999,2010,136146,United Pentecostal Church International,,3.0,1,94.0
Calhoun County,42.2073905,-85.02334599999999,2010,136146,The Wesleyan Church,3398.0,4.0,1,93.0
Calhoun County,42.2073905,-85.02334599999999,2010,136146,Wisconsin Evangelical Lutheran Synod,162.0,1.0,1,90.0
Calhoun County,42.2073905,-85.02334599999999,2010,136146,Non-denominational,3592.0,14.0,1,
Cass County,41.929915799999996,-86.0121573,1980,49499,American Baptist Churches in the USA,440.0,2.0,2,96.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Assemblies of God,50.0,1.0,1,94.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Baptist Missionary Association of America,144.0,2.0,1,96.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Brethren in Christ Church,73.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Catholic Church,3922.0,4.0,3,87.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Christian Church (Disciples of Christ),394.0,1.0,2,115.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Christian Churches and Churches of Christ,369.0,1.0,1,115.0
Cass County,41.929915799999996,-86.0121573,1980,49499,"Church of God (Anderson, Indiana)",654.0,4.0,1,93.0
Cass County,41.929915799999996,-86.0121573,1980,49499,The Church of Jesus Christ of Latter-day Saints,155.0,1.0,4,100.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Church of the Nazarene,187.0,1.0,1,93.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Churches of Christ,57.0,1.0,1,115.0
Cass County,41.929915799999996,-86.0121573,1980,49499,The Episcopal Church,188.0,1.0,2,88.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Episcopal Church Groups Combined,188.0,1.0,2,88.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Friends (Quakers),89.0,1.0,2,95.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Friends Groups Combined,89.0,1.0,2,95.0
Cass County,41.929915799999996,-86.0121573,1980,49499,"Lutheran Church, The Missouri Synod",210.0,1.0,1,90.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Mennonite Church,43.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Mennonite Church Groups Combined,43.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,1980,49499,The Missionary Church,85.0,2.0,1,93.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Pentecostal Church of God,0.0,1.0,1,94.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Presbyterian Church (USA),338.0,2.0,2,91.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Seventh-day Adventists,491.0,4.0,1,98.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Southern Baptist Convention,90.0,1.0,1,96.0
Cass County,41.929915799999996,-86.0121573,1980,49499,United Church of Christ,418.0,2.0,2,91.0
Cass County,41.929915799999996,-86.0121573,1980,49499,"The United Methodist Church, old count",1729.0,9.0,2,92.0
Cass County,41.929915799999996,-86.0121573,1980,49499,Wisconsin Evangelical Lutheran Synod,290.0,1.0,1,90.0
Cass County,41.929915799999996,-86.0121573,1990,49477,American Baptist Churches in the USA,424.0,2.0,2,96.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Baptist Missionary Association of America,87.0,1.0,1,96.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Catholic Church,4077.0,5.0,3,87.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Christian Church (Disciples of Christ),430.0,1.0,2,115.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Christian Churches and Churches of Christ,0.0,2.0,1,115.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Church of Christ Scientist,,1.0,4,102.0
Cass County,41.929915799999996,-86.0121573,1990,49477,"Church of God (Anderson, Indiana)",190.0,3.0,1,93.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Church of the Nazarene,239.0,1.0,1,93.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Churches of Christ,61.0,1.0,1,115.0
Cass County,41.929915799999996,-86.0121573,1990,49477,The Episcopal Church,177.0,1.0,2,88.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Episcopal Church Groups Combined,177.0,1.0,2,88.0
Cass County,41.929915799999996,-86.0121573,1990,49477,The Evangelical Free Church of America,185.0,1.0,1,92.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Friends (Quakers),48.0,1.0,2,95.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Friends Groups Combined,48.0,1.0,2,95.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Independent Fundamental Churches of America,,1.0,1,97.0
Cass County,41.929915799999996,-86.0121573,1990,49477,"Lutheran Church, The Missouri Synod",239.0,1.0,1,90.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Mennonite Church,88.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Mennonite Church Groups Combined,88.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,1990,49477,The Missionary Church,348.0,4.0,1,93.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Pentecostal Church of God,77.0,1.0,1,94.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Christian Brethren,15.0,1.0,1,97.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Presbyterian Church (USA),407.0,2.0,2,91.0
Cass County,41.929915799999996,-86.0121573,1990,49477,The Salvation Army,86.0,1.0,1,93.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Seventh-day Adventists,632.0,5.0,1,98.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Southern Baptist Convention,139.0,1.0,1,96.0
Cass County,41.929915799999996,-86.0121573,1990,49477,United Church of Christ,323.0,2.0,2,91.0
Cass County,41.929915799999996,-86.0121573,1990,49477,"The United Methodist Church, old count",1368.0,9.0,2,92.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Wisconsin Evangelical Lutheran Synod,497.0,1.0,1,90.0
Cass County,41.929915799999996,-86.0121573,1990,49477,Black Baptists Estimate,1082.0,,6,96.0
Cass County,41.929915799999996,-86.0121573,2000,51104,American Baptist Churches in the USA,357.0,2.0,2,96.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Assemblies of God,29.0,1.0,1,94.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Baha'i,4.0,0.0,4,113.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Baptist Missionary Association of America,68.0,1.0,1,96.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Brethren in Christ Church,28.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Catholic Church,7974.0,5.0,3,87.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Christian Church (Disciples of Christ),173.0,1.0,2,115.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Christian Churches and Churches of Christ,380.0,2.0,1,115.0
Cass County,41.929915799999996,-86.0121573,2000,51104,"Church of God (Anderson, Indiana)",110.0,3.0,1,93.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Church of the Nazarene,250.0,1.0,1,93.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Churches of Christ,70.0,1.0,1,115.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Conservative Mennonite Conference,51.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,2000,51104,The Episcopal Church,125.0,1.0,2,88.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Episcopal Church Groups Combined,125.0,1.0,2,88.0
Cass County,41.929915799999996,-86.0121573,2000,51104,The Evangelical Free Church of America,32.0,1.0,1,92.0
Cass County,41.929915799999996,-86.0121573,2000,51104,"Free Will Baptist, National Association of Inc.",89.0,1.0,1,96.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Friends (Quakers),116.0,2.0,2,95.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Friends Groups Combined,116.0,2.0,2,95.0
Cass County,41.929915799999996,-86.0121573,2000,51104,"Lutheran Church, The Missouri Synod",127.0,1.0,1,90.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Mennonite Church Groups Combined,51.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,2000,51104,The Missionary Church,193.0,3.0,1,93.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Pentecostal Church of God,250.0,1.0,1,94.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Presbyterian Church (USA),253.0,2.0,2,91.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Seventh-day Adventists,417.0,3.0,1,98.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Southern Baptist Convention,169.0,1.0,1,96.0
Cass County,41.929915799999996,-86.0121573,2000,51104,United Church of Christ,171.0,1.0,2,91.0
Cass County,41.929915799999996,-86.0121573,2000,51104,"The United Methodist Church, old count",1561.0,9.0,2,92.0
Cass County,41.929915799999996,-86.0121573,2000,51104,"The United Methodist Church, new count",2164.0,9.0,2,92.0
Cass County,41.929915799999996,-86.0121573,2000,51104,Wisconsin Evangelical Lutheran Synod,531.0,1.0,1,90.0
Cass County,41.929915799999996,-86.0121573,2010,52293,African Methodist Episcopal Church,277.0,3.0,6,92.0
Cass County,41.929915799999996,-86.0121573,2010,52293,American Baptist Churches in the USA,143.0,1.0,2,96.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Assemblies of God,37.0,1.0,1,94.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Baha'i,4.0,0.0,4,113.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Baptist Missionary Association of America,49.0,1.0,1,96.0
Cass County,41.929915799999996,-86.0121573,2010,52293,"Brethren Church (Ashland, Ohio)",97.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Brethren in Christ Church,28.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Catholic Church,2606.0,4.0,3,87.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Christian Church (Disciples of Christ),182.0,1.0,2,115.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Christian Churches and Churches of Christ,206.0,2.0,1,115.0
Cass County,41.929915799999996,-86.0121573,2010,52293,"Church of God (Anderson, Indiana)",80.0,3.0,1,93.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Church of the Nazarene,178.0,1.0,1,93.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Churches of Christ,45.0,1.0,1,115.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Conservative Baptist Association of America,40.0,1.0,1,96.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Conservative Mennonite Conference,36.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,2010,52293,The Episcopal Church,74.0,1.0,2,88.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Episcopal Church Groups Combined,74.0,1.0,2,88.0
Cass County,41.929915799999996,-86.0121573,2010,52293,The Evangelical Covenant Church,64.0,1.0,1,92.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Friends United Meeting,98.0,1.0,2,95.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Friends Groups Combined,98.0,98.0,2,95.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Independent Fundamental Churches of America,,1.0,1,97.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Jehovah's Witnesses,,2.0,4,98.0
Cass County,41.929915799999996,-86.0121573,2010,52293,"Lutheran Church, The Missouri Synod",113.0,1.0,1,90.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Mennonite Church Groups Combined,36.0,1.0,1,95.0
Cass County,41.929915799999996,-86.0121573,2010,52293,The Missionary Church,192.0,3.0,1,93.0
Cass County,41.929915799999996,-86.0121573,2010,52293,"National Baptist Convention, USA, Inc.",212.0,1.0,6,96.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Pentecostal Church of God,109.0,1.0,1,94.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Presbyterian Church (USA),169.0,2.0,2,91.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Seventh-day Adventists,518.0,5.0,1,98.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Southern Baptist Convention,121.0,1.0,1,96.0
Cass County,41.929915799999996,-86.0121573,2010,52293,"The United Methodist Church, old count",1520.0,8.0,2,92.0
Cass County,41.929915799999996,-86.0121573,2010,52293,"The United Methodist Church, new count",1575.0,8.0,2,92.0
Cass County,41.929915799999996,-86.0121573,2010,52293,United Pentecostal Church International,,1.0,1,94.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Wisconsin Evangelical Lutheran Synod,398.0,1.0,1,90.0
Cass County,41.929915799999996,-86.0121573,2010,52293,Non-denominational,556.0,4.0,1,
Cass County,41.929915799999996,-86.0121573,2010,52293,Theravada Buddhism,300.0,1.0,4,113.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,American Baptist Churches in the USA,121.0,1.0,2,96.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Assemblies of God,360.0,2.0,1,94.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Catholic Church,3145.0,6.0,3,87.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Christian Reformed Church in North America,390.0,3.0,1,91.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,"Church of God (Anderson, Indiana)",528.0,1.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Church of the Nazarene,136.0,2.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Churches of Christ,51.0,1.0,1,115.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,The Episcopal Church,208.0,1.0,2,88.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Episcopal Church Groups Combined,208.0,1.0,2,88.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Evangelical Lutheran Church in America,113.0,1.0,2,90.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Evangelical Lutheran Church in America Groups Combined,113.0,1.0,2,90.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Evangelical Lutheran Synod,62.0,1.0,1,90.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Free Methodist Church of North America,183.0,1.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,"Lutheran Church, The Missouri Synod",569.0,2.0,1,90.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,The Missionary Church,269.0,1.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Pentecostal Church of God,0.0,1.0,1,94.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Presbyterian Church (USA),536.0,2.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Reformed Church in America,282.0,1.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,Seventh-day Adventists,82.0,1.0,1,98.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,United Church of Christ,453.0,1.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,1980,19907,"The United Methodist Church, old count",945.0,8.0,2,92.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,American Baptist Churches in the USA,98.0,1.0,2,96.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Assemblies of God,327.0,3.0,1,94.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Catholic Church,3835.0,6.0,3,87.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Church of Christ Scientist,,1.0,4,102.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,"Church of God (Anderson, Indiana)",130.0,1.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,"Church of God (Cleveland, TN)",25.0,1.0,1,94.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,The Church of Jesus Christ of Latter-day Saints,166.0,1.0,4,100.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Church of the Nazarene,85.0,2.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Churches of Christ,36.0,1.0,1,115.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,The Episcopal Church,134.0,2.0,2,88.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Episcopal Church Groups Combined,134.0,2.0,2,88.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Evangelical Lutheran Church in America,211.0,1.0,2,90.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Evangelical Lutheran Church in America Groups Combined,211.0,1.0,2,90.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Evangelical Lutheran Synod,54.0,1.0,1,90.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Free Methodist Church of North America,94.0,1.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Independent Fundamental Churches of America,,1.0,1,97.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,"Lutheran Church, The Missouri Synod",516.0,2.0,1,90.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Mennonite Church,14.0,1.0,1,95.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Mennonite Church Groups Combined,14.0,1.0,1,95.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,The Missionary Church,149.0,1.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Pentecostal Church of God,77.0,1.0,1,94.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Presbyterian Church (USA),636.0,3.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Reformed Church in America,567.0,1.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Seventh-day Adventists,108.0,1.0,1,98.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,Southern Baptist Convention,6.0,1.0,1,96.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,United Church of Christ,546.0,2.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,1990,21468,"The United Methodist Church, old count",883.0,8.0,2,92.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,American Baptist Churches in the USA,124.0,1.0,2,96.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Assemblies of God,175.0,2.0,1,94.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Baha'i,1.0,0.0,4,113.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Catholic Church,5242.0,5.0,3,87.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,"Church of God (Anderson, Indiana)",80.0,1.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,"Church of God (Cleveland, TN)",110.0,1.0,1,94.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,The Church of Jesus Christ of Latter-day Saints,158.0,1.0,4,100.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Church of the Nazarene,145.0,2.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Churches of Christ,27.0,1.0,1,115.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Community of Christ,220.0,2.0,4,100.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,The Episcopal Church,119.0,2.0,2,88.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Episcopal Church Groups Combined,119.0,2.0,2,88.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Evangelical Lutheran Church in America,243.0,1.0,2,90.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Evangelical Lutheran Church in America Groups Combined,243.0,1.0,2,90.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Evangelical Lutheran Synod,52.0,1.0,1,90.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Free Methodist Church of North America,142.0,2.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,"Lutheran Church, The Missouri Synod",615.0,2.0,1,90.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,The Missionary Church,124.0,1.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Mennonite; Other Groups,25.0,1.0,1,95.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Pentecostal Church of God,175.0,1.0,1,94.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Presbyterian Church (USA),597.0,3.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Reformed Church in America,855.0,1.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Seventh-day Adventists,96.0,1.0,1,98.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,Southern Baptist Convention,126.0,1.0,1,96.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,United Church of Christ,648.0,2.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,"The United Methodist Church, old count",787.0,8.0,2,92.0
Charlevoix County,45.22084441,-85.03828146,2000,26090,"The United Methodist Church, new count",1215.0,8.0,2,92.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,American Baptist Churches in the USA,108.0,1.0,2,96.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Assemblies of God,138.0,2.0,1,94.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Baha'i,3.0,0.0,4,113.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Catholic Church,3324.0,5.0,3,87.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Church of Christ Scientist,,1.0,4,102.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,"Church of God (Anderson, Indiana)",44.0,1.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,"Church of God (Cleveland, TN)",127.0,1.0,1,94.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Church of the Nazarene,266.0,2.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Churches of Christ,27.0,1.0,1,115.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Community of Christ,334.0,2.0,4,100.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,The Episcopal Church,141.0,2.0,2,88.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Episcopal Church Groups Combined,141.0,2.0,2,88.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Evangelical Lutheran Church in America,124.0,1.0,2,90.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Evangelical Lutheran Church in America Groups Combined,124.0,1.0,2,90.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Evangelical Lutheran Synod,50.0,1.0,1,90.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Free Methodist Church of North America,73.0,1.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Jehovah's Witnesses,,1.0,4,98.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,"Lutheran Church, The Missouri Synod",557.0,2.0,1,90.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,The Missionary Church,236.0,1.0,1,93.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,National Spiritualist Association of Churches,,1.0,4,103.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Pentecostal Church of God,109.0,1.0,1,94.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Presbyterian Church (USA),413.0,3.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Reformed Church in America,655.0,1.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Seventh-day Adventists,95.0,1.0,1,98.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Southern Baptist Convention,54.0,1.0,1,96.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,United Church of Christ,290.0,2.0,2,91.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,"The United Methodist Church, old count",664.0,8.0,2,92.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,"The United Methodist Church, new count",1026.0,8.0,2,92.0
Charlevoix County,45.22084441,-85.03828146,2010,25949,Non-denominational,350.0,2.0,1,
Charlevoix County,45.22084441,-85.03828146,2010,25949,Vajrayana Buddhism,107.0,1.0,4,113.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Assemblies of God,300.0,1.0,1,94.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Catholic Church,4525.0,6.0,3,87.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Christian Church (Disciples of Christ),186.0,1.0,2,115.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,The Church of Jesus Christ of Latter-day Saints,44.0,1.0,4,100.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Churches of Christ,32.0,1.0,1,115.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,The Episcopal Church,466.0,2.0,2,88.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Episcopal Church Groups Combined,466.0,2.0,2,88.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,The Evangelical Covenant Church,109.0,1.0,1,92.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Evangelical Lutheran Church in America,886.0,1.0,2,90.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Evangelical Lutheran Church in America Groups Combined,886.0,1.0,2,90.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Free Methodist Church of North America,213.0,1.0,1,93.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,"Lutheran Church, The Missouri Synod",311.0,1.0,1,90.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Pentecostal Church of God,104.0,1.0,1,94.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Presbyterian Church (USA),153.0,2.0,2,91.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,The Salvation Army,110.0,1.0,1,93.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Seventh-day Adventists,31.0,1.0,1,98.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,United Church of Christ,258.0,3.0,2,91.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,"The United Methodist Church, old count",759.0,3.0,2,92.0
Cheboygan County,45.547225700000006,-84.56362829999999,1980,20649,Wisconsin Evangelical Lutheran Synod,73.0,1.0,1,90.0
Cheboygan County,45.547225700000006,-84.56362829999999,1990,21398,Assemblies of God,361.0,2.0,1,94.0
Cheboygan County,45.547225700000006,-84.56362829999999,1990,21398,Catholic Church,5425.0,6.0,3,87.0
Cheboygan County,45.547225700000006,-84.56362829999999,1990,21398,Christian Church (Disciples of Christ),169.0,1.0,2,115.0
Cheboygan County,45.547225700000006,-84.56362829999999,1990,21398,Church of Christ Scientist,,1.0,4,102.0
Cheboygan County,45.547225700000006,-84.56362829999999,1990,21398,The Church of Jesus Christ of Latter-day Saints,73.0,1.0,4,100.0
Cheboygan County,45.547225700000006,-84.56362829999999,1990,21398,Churches of Christ,36.0,1.0,1,115.0
Cheboygan County,45.547225700000006,-84.56362829999999,1990,21398,The Episcopal Church,332.0,2.0,2,88.0
Cheboygan County,45.547225700000006,-84.56362829999999,1990,21398,Episcopal Church Groups Combined,332.0,2.0,2,88.0
